id	name	class	stars	eddie	awakenable	talismans	basic	power	passive	fury
meathead-sentinel	Meathead	Sentinel	1	false	false	SMS	"• Deals magic damage to all enemies.
• 30% Chance to Reduce ATK of targets for 2 turns."	"• Deals magic damage to all enemies.
• Grants Spell Vamp for 2 turns.
• Spell Vamp heals you for 60% of the magic damage you deal."	""	""
meathead-warrior	Meathead	Warrior	1	false	false	SWS	"• Deals physical damage to a single target."	"• Deals physical damage to a single target.
• Increases ATK for 2 turns.
• Damage dealt increases based on your Missing HP."	""	""
minazuki-shinobi-spy-magus	Minazuki, Shinobi Spy	Magus	4	false	false	MMM	"• Deals magic damage to a single target.
• 50% Chance to Vanish self and a random ally for 1 turn.
• 50% Chance to Heal self and a random ally based on your MAX HP.
• Damage dealt increases based on your and the enemy’s MAX HP."	"• Deals magic damage to all enemies.
• Inflicts up to 3 Shock effects on all enemies for 3 turns.
• Lower DEF and MR of all enemies for 2 turns.
• Increase the Accuracy of all allies for 2 turns.
• Damage dealt increases based on your and the enemy’s MAX HP."	"Grant Perfect Heal Shield if Increased Max HP or Perfect Health is active at the start of your turn
35% Chance to instantly gain 1 Power after each action
15% Chance to gain an Extra Turn after each action."	""
minotaur-assassin	Minotaur	Assassin	4	false	false	GGG	"• Deals 3 hits of random damage to a single target.
• Inflict Doom for 5 turns.
• Grant an Extra Turn to a random ally.
• Damage dealt increases based on your SPECIAL stat."	"• Deal random damage to all enemies.
•Remove Silver Effects from all allies.
• Heal all allies based on your SPECIAL stat.
• Deal Additional Random Damage and Extend Negative Effect Duration by 1 for each Silver Effect removed."	"Steal all Beneficial Effects and inflict Seal, Silence, Blind, Perfect Disable, and Exhaust for 2 turns on a random enemy at the start of battle
Increase SPECIAL stat of all allies by 5% Every Turn."	""
minotaur-gunner	Minotaur	Gunner	5	false	false	GGG	"• Deals random damage to a single target.
• 50% Chance to Extend Beneficial Effect Duration by 1 turn for each ally.
• Inflict Exhaust on all enemies for 1 turn.
• Deal Additional Random Damage to all enemies for each Golden Effect on each ally."	"• Steal Beneficial Effects, including Golden Effects, from all enemies.
• Grant an Extra Turn to each ally."	"Reduces all damage taken by 20% for self
Grants Immunity to Sleep and Perfect Sleep to all allies
Grants Perfect Accuracy, Perfect Health, and Increase ATK, MAGIC, DEF, and MR to all allies for 2 turns at the start of battle."	""
minotaur-magus	Minotaur	Magus	4	false	false	AAA	"• Deals 5 hits of true damage to a single target.
• Each attack has a 25% chance to Critically Strike.
• Heal for 20% of your Max HP.
• This damage does not wake enemies inflicted with Sleep or Perfect Sleep."	"• Deals 5 hits of true damage to all enemies.
• Each attack has a 25% chance to Critically Strike.
• Revive all allies with 30% HP.
• Grant Sacrifice to all allies for 3 turns.
• This damage does not wake enemies inflicted with Sleep or Perfect Sleep."	"Grant Perfect Force Shield to each ally for 2 turns at the start of battle
75% Chance to Gain an Extra Turn if your HP is 50% or lower after each action."	""
minotaur-sentinel	Minotaur	Sentinel	4	false	false	SSS	"• Deals true damage to a single target.
• Transform Immunity and Perfect Immunity into 3 Marks for 2 turns.
• Decrease MAX HP of the enemy by 20%.
• Permanently Increase MAX HP of the caster by 10%.
• Damage dealt increases based on your MAX HP."	"• Deals 5 hits of random damage to random enemies.
• Gain 2 Random Offensive Effect before dealing damage.
• Grant a Random Offensive Effect to each ally and Heal them based on your MAX HP if any enemy is below 50% health.
• Damage dealt increases based on your MAX HP."	"Grants Stone Shield to all allies for the first turn of battle
Grant Spell Vamp or Life Steal to each ally at the start of your turn."	""
minotaur-warrior	Minotaur	Warrior	5	false	false	S	"• Deal random damage to a single target that increases based on their MAX HP.
• Gain Ascension for 2 turns.
• Inflict Passive Disable and Crave on the target for 2 turns.
• Deal up to 3 hits of Additional Random Damage to the target based on their MAX HP and MISSING HP."	"• Deal random damage to each enemy that increases based on their MAX HP.
• Remove all Immunity and Vanish effects, including Golden effects, from all enemies.
• Inflict Cleave on all enemies for 2 turns."	"Remove and Prevent all Counterstrike and Revenge effects, including Golden and Innate effects, on each enemy until they die whenever this passive becomes active and at the start of your turn
Permanently Increase ATK, MAGIC and MAX HP on self by +5% for each Negative Effect on self at the start of battle and at the start of your turn
Remove All Golden Effects from all enemies if any enemy is suffering from Cleave after every action
50% Chance to gain an Extra Turn after every action."	""
mitsuko-cosmic-shinobi-assassin	Mitsuko, Cosmic Shinobi	Assassin	5	false	true		"• Deals 3 hit of random damage to a single target.
• 65% Chance to inflict Perfect Sleep for 2 turns.
• 50% chance to grant Counter Attack to self and a random ally for 2 turns.
• Damage dealt does not wake targets inflicted with Sleep or Perfect Sleep."	"• Deals 4 hit of random damage to a single target.
• Deal Additional Random Damage to targets inflicted with Sleep or Perfect Sleep.
• 35% Chance to permanently Increase ATK and MAGIC stats of all allies by 25%.
• 50% Chance to inflict 2 Blinding Burns for 2 turns on all enemies.
• Damage dealt does not wake targets inflicted with Sleep or Perfect Sleep."	"Gain Class Advantage against all enemies
40% Chance to grant Vanish to self and a random ally for 1 turn when you take damage
Inflict a random negative effect on up to 2 random enemies every turn for 2 turns."	""
mongol-archer-magus	Mongol Archer	Magus	4	false	false	AAA	"• Deal 3 hits of magic damage to all enemies that increases based on your ATK and their MISSING HP and MAX HP.
• 35% Chance to inflict Scalding Burn on each enemy for 2 turns per hit.
• 35% Chance to inflict Mark on each enemy for 2 turns per hit."	"• Deal 3 hits of magic damage to all enemies that increases based on your ATK and their MISSING HP and MAX HP.
• Inflict a random Silver effect on all enemies for 2 turns for each Mark on each enemy before dealing damage."	"Remove all beneficial effects, including Golden Effects and Inflict Bloodlust and Accuracy Down on a random enemy at the start of battle
50% Chance to take no damage, remove all Immunity and Vanish effects including Golden effects, inflict Attack and Defense down on the attacking enemy
If Genghis Khan is in your team, Grant Accuracy Up to allies at the start of battle and at the start of your turn for 1 turn."	""
moonchild-assassin	Moonchild	Assassin	5	false	true	AAA	"• Deals one hit of true and one hit of magic damage to all enemies.
• 35% Chance to inflict Doom on each enemy for 2 turns.
• Lower ATK and MAGIC of all enemies for 2 turns.
• Deal Additional True and Magic damage that has a 50% chance to Critically Strike for each enemy that is stunned."	"• Remove All Golden Effects from each enemy.
• 75% Chance to inflict Perfect Stun on each enemy for 2 turns.
• Cleanse and Heal a random ally to full HP for each enemy that is stunned.
• Instantly gain an Extra Turn."	"Immune to all negative and beneficial effects, including Silver and Golden effects, for the duration of battle
All enemies’ attacks will miss unless they are Perfect Attacks for 7 rounds or until they die
This skill can only be countered by Passive Disable applied at the start of battle."	""
mummy-dog-assassin	Mummy Dog	Assassin	2	false	false	AAW	"• Deals physical and magic damage to enemy.
• 35% Chance to inflict Permadeath for 2 turns.
• Damage increases based on the enemy’s MISSING HP."	"• Deals physical and magic damage.
• Blocks Beneficial Effects for 2 turns.
• Instantly gain an Extra Turn."	""	""
mummy-eddie-sentinel	Mummy Eddie	Sentinel	3	true	false	SMS	"• Generate up to 2 Power.
• Grants Immunity for 2 turns.
• 30% Chance to Extend Duration of Immunity to 3 turns.
• Deals magic damage to a single target.
• 20% Chance to Stun for 1 turn.
• Damage increases based on your MAX HP.
• Deals magic damage to all enemies.
• 30% Chance to Taunt for 1 turn.
• Stunned enemies Taunted for 2 turns.
• Damage increases based on your MAX HP."	"• Deals magic damage to all enemies.
• 30% Chance to Stun a random enemy.
• Damage increases based on your MAX HP.
• Grants Titan Shield for 3 turns.
• Titan Shield absorbs damage based on your MAX HP and will break if depleted.
• Removes Negative Effects on all allies.
• 30% Chance for each ally to gain Titan Shield for 2 turns.
• Titan Shield absorbs an amount of damage based on the target’s MAX HP."	""	"• Deals magic damage to all enemies.
• Deals Additional Damage to Stunned targets."
musashi-assassin	Musashi	Assassin	5	false	false		"• Deals one hit of physical damage and one hit of magic damage to a single target.
• Remove All Beneficial Effects, including Golden Effects from the target.
• 35% Chance to inflict Smite and Ignite on the target for 2 turns.
• Heal for a portion of your MAX HP."	"• Deals one hit of physical damage and one hit of magic damage to all enemies.
• Cleanse negative effects, including Silver Effects, from all allies.
• Grant Perfect Hit, Life Steal, and Spell Vamp status to all allies for 2 turns.
• Instantly gain an Extra Turn."	"Immune to all Silver Effects
Gain Ascension for 1 turn if Perfect Hit status is active at the start of your turn
No restrictions on Equippable Talismans."	""
mystic-eddie-magus	Mystic Eddie	Magus	5	true	false	MSM	"• Deals magic damage to a single target.
• Freezes the target for 1 turn if they have 3 or more negative status effects.
• Damage dealt increases based on your MR stat.
• Deals 2 hits of magic damage to a single target.
• 50% Chance to Vanish for 1 turn.
• Damage dealt increases based on your MR stat.
• Deals magic damage to a single target.
• 35% Chance to Seal the target.
• Inflicts Doom on the target if they are currently Sealed.
• 35% Chance to gain an Extra Turn.
• Damage dealt increases based on your MR stat."	"• Grants Ascension to all allies for 2 turns.
• Ascension increases ATK, MAGIC, DEF, and MR by 100%.
• Instantly gain an Extra Turn.
• Deals magic damage to all enemies.
• 40% Chance to Remove Golden Buffs from all enemies.
• 65% Chance for each ally to gain Immortality for 2 turns.
• Immortality status will automatically revive the target upon death.
• Damage dealt increases based on your MR stat.
• Heals all allies.
• Transform all negative effects, including Silver Effects, into a random buff.
• Heal amount is based on your MR and the target’s MAX HP.
• Grant an Extra Turn to self and a random ally."	""	"• Deals 2 hits of magic damage to all enemies.
• Inflicts Silence and Seal on all enemies for 2 turns.
• Trigger Doom effects currently on enemies, instantly killing them.
• Instantly gain an Extra Turn.
• Damage dealt increases based on your MR stat."
mystic-flame-eddie-magus	Mystic Flame Eddie	Magus	5	true	false	MSM	"• Deals magic damage to a single target.
• Freezes the target for 1 turn if they have 3 or more negative status effects.
• Damage dealt increases based on your MR stat.
• Deals 2 hits of magic damage to a single target.
• 50% Chance to Vanish for 1 turn.
• Damage dealt increases based on your MR stat.
• Deals magic damage to a single target.
• 35% Chance to Seal the target.
• Inflicts Doom on the target if they are currently Sealed.
• 35% Chance to gain an Extra Turn.
• Damage dealt increases based on your MR stat."	"• Grants Ascension to all allies for 2 turns.
• Ascension increases ATK, MAGIC, DEF, and MR by 100%.
• Instantly gain an Extra Turn.
• Deals magic damage to all enemies.
• 40% Chance to Remove Golden Buffs from all enemies.
• 65% Chance for each ally to gain Immortality for 2 turns.
• Immortality status will automatically revive the target upon death.
• Damage dealt increases based on your MR stat.
• Heals all allies.
• Transform all negative effects, including Silver Effects, into a random buff.
• Heal amount is based on your MR and the target’s MAX HP.
• Grant an Extra Turn to self and a random ally."	"Two random enemies will gain a Red and Blue rotating flame around them at the start of your turn
Inflict Freeze for 2 turns, Passive Disable for the duration of battle, and deal additional magic damage equal to 50% of the target’s MAX HP each action you take if they have the flame effects on them
Extend the duration of Ghost effects on allies to infinite duration and remove Dark Ghost and Doom from all allies at the start of your turn
Revive self and all allies upon death with full HP."	""
navigator-eddie-gunner	Navigator Eddie	Gunner	4	true	true	GGG	"• Deal random damage to a single target that increases based on your SPECIAL stat.
• Heal self for 25% of your MAX HP before dealing damage.
• Grant Heal Shield, Defense Up and MR Up to all allies for 2 turns.
• Inflict Curse, Attack Down and Magic Down on all enemies for 2 turns.
• Deal 3 hits of random damage to all enemies that increases based on your SPECIAL stat.
• 15% Chance to Transfer a Negative Effect from self to all enemies per hit.
• Deal 3 hits of random damage to all enemies that increases based on your SPECIAL stat.
• Deal Additional Random Damage to each enemy based on your SPECIAL for each negative effect on them."	"• Deal random damage to all enemies that increases based on your SPECIAL stat.
• 50% Chance to Critically Strike.
• Inflict Heal Block, Perfect Corruption and Scalding Burn on all enemies for 2 turns.
• 50% Chance to Gain 5 Power and an Extra Turn.
• Deal 6 hits of random damage to all enemies that increases based on your SPECIAL stat.
• 20% Chance to Remove All Beneficial Effects from a random enemy per hit.
• 20% Chance to inflict Grievous Burn on a random enemy for 2 turns per hit.
• Heal each ally for 75% of their MAX HP.
• Inflict Defense Down, Accuracy Down and Stun on all enemies for 2 turns."	""	"• Deal 6 hits of random damage to all enemies that increases based on your SPECIAL stat.
• Inflict Blind on all enemies for 2 turns.
• Grant Class Advantage to all allies for 2 turns."
necropolis-sentinel	Necropolis	Sentinel	5	false	false	WSW	"• Deals 6 hits of physical damage to a single target.
• 50% Chance to Decrease Max HP of the target by 5% each hit.
• 20% Chance to Gain 1 Power each hit.
• Inflict Perfect Bleed on the target for 2 turns.
• Remove All Beneficial Effects, including Golden Effects from the target.
• Damage dealt increased based on your MISSING HP and the target’s MAX HP."	"• Deals 6 hits of physical damage to all enemies.
• Remove Soul Protect and Ghost effects from enemies.
• Remove Dark Ghost from all allies.
• Permanently Decrease Max HP, ATK, and DEF of enemies by 50% and increase the same stats on self by 50%.
• Instantly gain an Extra Turn.
• Damage dealt increased based on your MISSING HP and the target’s MAX HP."	"Grant immunity to passive disable to all allies after the first turn of battle
Deal 3 hits of Additional Random Damage based on the enemy’s MAX HP every action
Grant Immunity to Stat Reduction effects to all allies for the duration of battle
30% Chance to grant Echo status to each ally for 2 turns every action."	""
newborn-of-light-assassin	Newborn Of Light	Assassin	4	false	false	WWW	"• Deals physical damage to a single target.
• 75% Chance to Remove Beneficial Effects on the target.
• Lower DEF of enemy for 2 turns."	"• Grants Force Shield for 2 turns.
• Increases ATK for 2 turns.
• Increases MAGIC for 2 turns.
• Force Shield blocks all damage for 5 hits, regardless of damage type or amount."	"35% Chance to counterattack when an ally gets attacked."	""
newborn-of-light-gunner	Newborn Of Light	Gunner	3	false	false	GGG	"• Deals random damage to a single target.
• 25% Chance to Critically Strike.
• 50% Chance to Curse target.
• Cursed enemies take increased damage from all sources."	"• Removes Negative Effects from all allies.
• Increase ATK of allies.
• Increase MAGIC of allies.
• Instantly gain an Extra Turn"	""	""
newborn-of-light-magus	Newborn Of Light	Magus	3	false	false	MMM	"• Deals magic damage to a single target.
• Damage increases the lower your HP becomes.
• 50% Chance to Lower MAGIC and MR for 2 turns."	"• Grants Cyclone Shield to all allies for 2 turns.
• Grants Endure to self and a target ally."	""	""
newborn-of-light-sentinel	Newborn Of Light	Sentinel	3	false	false	SSS	"• Deals true damage to a single target.
• 50% Chance to Blind, Silence, or Freeze for 2 turns.
• 50% Chance to Sleep the target for 2 turns.
• This attack does not wake enemies inflicted with Sleep.
• Damage dealt increases based on your MAX HP."	"• Grants Titan Shield to self and up to 2 allies.
• Increase Accuracy for self and up to 2 allies."	""	""
newborn-of-light-warrior	Newborn Of Light	Warrior	4	false	false	WWW	"• Deals physical damage to a single target.
• 75% Chance to Remove Beneficial Effects on the target.
• Lower DEF of enemy for 2 turns."	"• Grant Reflect Shield to a target ally 1 turn.
• Grant Perfect Hit to a target ally for 1 turn."	"35% Chance to counterattack when an ally gets attacked."	""
number-of-the-beast-eddie-warrior	Number Of The Beast Eddie	Warrior	5	true	true	AGA	"• Deals true damage to all enemies.
• Inflict Flame on each enemy for 2 turns.
• Inflict up to 3 Marks on each enemy for 2 turns.
• 50% Chance to Remove Damage Block Effects before dealing damage.
• Gain a Random Offensive Effect if any enemy is below 50% HP.
• Deals true damage to all enemies.
• 50% Chance to inflict Exhaust for 2 turns.
• Gain a Random Offensive Effect if any enemy is below 50% HP.
• Deals true damage to all enemies.
• 35% Chance to inflict Crave on each enemy for 2 turns.
• 35% Chance to inflict Cleave on each enemy for 1 turn.
• Gain a Random Offensive Effect if any enemy is below 50% HP."	"• Deals true damage to a single target.
• Remove Beneficial Effects, including Golden Effects.
• Inflict Toxic Burn, Perfect Death, and Bleed on the target for 2 turns.
• Heal all allies based on their MISSING HP.
• Instantly gain an Extra Turn.
• Deals true damage to a single target.
• Remove Beneficial Effects, including Golden Effects.
• Inflict Perfect Disable and Perfect Corruption on the target for 3 turns.
• 35% Chance for an Extra Turn.
• Damage dealt increases based on the enemy’s MAX HP.
• Remove Negative Effects, including Silver effects from self.
• Grant Increased Accuracy to all allies for 2 turns.
• Silence all enemies for 2 turns.
• Instantly gain an Extra Turn."	""	"• Deals true damage to all enemies.
• Remove Perfect Immunity and all Beneficial Effects.
• Inflict up to 3 Toxic Burns, Flames, Furious Burns, Physical Burns, and Magic Burns on all enemies for the duration of battle.
• Increase a Random Stat on each ally by 10% for the duration of battle for every beneficial effect, excluding Perfect Immunity, that is removed."
nutcracker-assassin	Nutcracker	Assassin	4	false	false	SAS	"• Deals 1 hit of true damage and 1 hit of magic damage to a single target.
• Lower MAGIC of enemies for 2 turns.
• 25% Chance to inflict HP Drain on each enemy for 2 turns.
• 50% Chance to Block Beneficial Effects on each enemy for 1 turn."	"• Deals 4 hits of true damage to a single target.
• Inflict Cleave on the target for 2 turns.
• 35% Chance to inflict Exhaust on the target for 1 turn.
• 25% Chance to Refund Power Cost of this ability and gain an Extra Turn.
• Damage dealt increases based on the target’s Missing HP."	"Grant Increased Power Generation to self for the duration of battle
If an enemy has HP Drain active at the start of your turn, increase the duration of all negative effects on the target by 1 turn."	""
odin-assassin	Odin	Assassin	5	false	true	AAA	"• Deal 2 hits of Physical, Magic, and True damage to all enemies.
• 35% Chance to Remove All Beneficial Effects, including Golden Effects, from each enemy before dealing damage."	"• 50% Chance to Freeze each enemy for 1 turn.
• Gain a Random Offensive and Defensive Effect, including Golden effects, for 2 turns."	""	"• Deal 2 hits of Physical, Magic, and True damage to all enemies.
• Inflict Passive or Perfect Disable on each enemy for 2 turns.
• 35% Chance to inflict Stun or Perfect Stun on each enemy for 1 turn."
odin-gunner	Odin	Gunner	5	false	true	GGG	"• Deal 2 hits of Physical, Magic, and True damage to all enemies.
• 35% Chance to Remove All Beneficial Effects, including Golden Effects, from each enemy before dealing damage."	"• 50% Chance to Freeze each enemy for 1 turn.
• Gain a Random Offensive and Defensive Effect, including Golden effects, for 2 turns."	""	"• Deal 2 hits of Physical, Magic, and True damage to all enemies.
• Inflict Passive or Perfect Disable on each enemy for 2 turns.
• 35% Chance to inflict Stun or Perfect Stun on each enemy for 1 turn."
odin-magus	Odin	Magus	5	false	true	MMM	"• Deal 2 hits of Physical, Magic, and True damage to all enemies.
• 35% Chance to Remove All Beneficial Effects, including Golden Effects, from each enemy before dealing damage."	"• 50% Chance to Freeze each enemy for 1 turn.
• Gain a Random Offensive and Defensive Effect, including Golden effects, for 2 turns."	""	"• Deal 2 hits of Physical, Magic, and True damage to all enemies.
• Inflict Passive or Perfect Disable on each enemy for 2 turns.
• 35% Chance to inflict Stun or Perfect Stun on each enemy for 1 turn."
odin-sentinel	Odin	Sentinel	5	false	true	SSS	"• Deal 2 hits of Physical, Magic, and True damage to all enemies.
• 35% Chance to Remove All Beneficial Effects, including Golden Effects, from each enemy before dealing damage."	"• 50% Chance to Freeze each enemy for 1 turn.
• Gain a Random Offensive and Defensive Effect, including Golden effects, for 2 turns."	""	"• Deal 2 hits of Physical, Magic, and True damage to all enemies.
• Inflict Passive or Perfect Disable on each enemy for 2 turns.
• 35% Chance to inflict Stun or Perfect Stun on each enemy for 1 turn."
odin-warrior	Odin	Warrior	5	false	true	WWW	"• Deal 2 hits of Physical, Magic, and True damage to all enemies.
• 35% Chance to Remove All Beneficial Effects, including Golden Effects, from each enemy before dealing damage."	"• 50% Chance to Freeze each enemy for 1 turn.
• Gain a Random Offensive and Defensive Effect, including Golden effects, for 2 turns."	""	"• Deal 2 hits of Physical, Magic, and True damage to all enemies.
• Inflict Passive or Perfect Disable on each enemy for 2 turns.
• 35% Chance to inflict Stun or Perfect Stun on each enemy for 1 turn."
oni-eddie-assassin	Oni Eddie	Assassin	5	true	true	MMM	"• Deal magic damage to a single target.
• Remove all Invincibility, Immunity, Vanish and Heal Shield effects, including Golden effects, from the target before dealing damage.
• 75% Chance to gain an Extra Turn if an effect was removed this way.
• 50% Chance to Reduce Max HP on the target by 15%.
• Inflict Exhaust, Smite and Passive Disable on the target for 2 turns if they have Reduced Max HP.
• Enemies killed by this attack cannot be revived if your sword is Empowered.
• Deal magic damage to a single target.
• Remove All Beneficial Effects, including Golden effects, from the target before dealing damage.
• 50% Chance to Reduce Max HP on the target by 15%.
• Remove All Golden Effects from all enemies if the target has Reduced Max HP.
• Enemies killed by this attack cannot be revived if your sword is Empowered.
• Deal magic damage to a single target.
• Inflict Perfect Blind, Seal, Silence and Bleed on the target for 1 turn.
• 50% Chance to Reduce Max HP on the target by 15%.
• Deal Additional Magic Damage that can Critically Strike and inflict Perfect Blind, Seal, Silence and Bleed on the target for 3 turns if they have Reduced Max HP.
• Enemies killed by this attack cannot be revived if your sword is Empowered."	"• Deal 2 hits of magic damage to a single target.
• Each ally gains Vanish and 2 stacks of HP Regen for 2 turns after every action they take, including this one, until they die.
• 50% Chance to inflict Dark Ghost on all enemies for 2 turns.
• Inflict Dark Ghost on all enemies for 1 turn if the target has Reduced Max HP.
• Enemies killed by this attack cannot be revived if your sword is Empowered.
• Deal 2 hits of magic damage to a single target.
• Grant Invincibility to self and a random ally for 2 turns.
• 50% Chance to Reduce Max HP on each enemy by 25%.
• Remove Immunity and Perfect Immunity from all enemies and inflict Perfect Stun on them for 1 turn if the target has Reduced Max HP.
• Enemies killed by this attack cannot be revived if your sword is Empowered.
• Grant Golden Hit, Increased Fury Generation and Perfect Titan Shield to all allies for 2 turns.
• Instantly gain an Extra Turn.
• 25% Chance to grant each ally an Extra Turn.
• 75% Chance to grant each ally an Extra Turn if any enemy has Reduced Max HP."	""	"• Deal 3 hits of magic damage to all enemies.
• Remove All Negative Effects, including Silver effects, from all allies and grant them Ascension and Magic Penetration for 3 turns.
• Deal Additional Magic Damage to each enemy that has 4 or more beneficial effects.
• Your Sword becomes Empowered. While Empowered, Remove All Negative Effects, including Silver effects, from all allies, Revive all allies with full HP and grant Ascension and Magic Penetration to all allies for 2 turns after every action."
onyx-son-assassin	Onyx Son	Assassin	4	false	false	GGG	"• Deals true damage to a single target.
• Remove All Immunity effects, including Vanish and Perfect Immunity, from the target.
• 65% Chance to inflict Perfect Crave for 2 turns.
• 65% Chance to inflict Cleave on the target for 2 turns. Damage dealt increases based on your SPECIAL stat."	"• Deals 70% of your MAX HP as true damage to the enemy at the cost of 70% of your CURRENT HP.
• Gain a Perfect Heal Shield for 2 turns.
• Inflict Perfect Blind on all enemies for 2 turns.
• Instantly gain an Extra Turn."	"Inflict Perfect Time Bomb on all enemies for 3 turns at the start of battle
Inflict Perfect Time Bomb for 3 turns if no Time Bomb is present on the target at the start of your turn
Heal all allies based on their ATK/ MAGIC stat if your HP is below 30% after taking an action."	""
onyx-son-gunner	Onyx Son	Gunner	4	false	false	SSS	"• Deals 6 hits of random damage to all enemies.
• Inflict Perfect Death on all enemies for 2 turns.
• Damage dealt increases based on your SPECIAL stat."	"• Deals 6 hits of random damage to all enemies.
• Heal all allies based on your SPECIAL stat.
• Inflict MAGIC Down and MR Down on all enemies for 2 turns.
• Permanently Increase MAX HP, DEF, and MR or all allies by 50%.
• Instantly grant an Extra Turn to self and a target ally.
• Damage dealt increases based on your SPECIAL stat."	"Grant Vanish to self and a random ally for 1 turn every action
Revive a random ally when any ally dies."	""
onyx-son-magus	Onyx Son	Magus	4	false	false	MMM	"• Deals magic damage to a single-target.
• Grant Perfect Health and Soul Protect to each ally for 1 turn.
• Damage dealt increases based on your MAX HP."	"• Remove Perfect Corruption, Crave, and Perfect Crave effects from all allies.
• Grant Perfect Titan Shield and Cleanse to all allies for 2 turns.
• Instantly gain an Extra Turn."	"Convert all damage into random damage equal to 10% of your MAX HP
Gain 1 Power and 15% Fury when you take damage."	""
onyx-son-sentinel	Onyx Son	Sentinel	4	false	false	MMM	"• Deals magic damage to all enemies.
• Remove up to 3 Beneficial Effects from each enemy.
•35% Chance to Taunt an enemy for 1 turn.
• 50% Chance to inflict Perfect Accuracy Down for 1 turn.
• 65% Chance to inflict Perfect Blind for 2 turns.
• This damage does not wake enemies inflicted with Sleep or Perfect Sleep."	"• Revive up to 2 random allies with 60% HP.
• Grant Sleep Shield to all allies for 2 turns.
• Remove Immunity and inflict up to 2 Marks for 3 turns on each enemy.
• Instantly gain an Extra Turn."	"Grant Magic Penetration and Increased Accuracy at the start of battle to all allies for 2 turns
Grant a random shield to all allies for 2 turns at the start of battle."	""
onyx-son-warrior	Onyx Son	Warrior	4	false	false	WWW	"• Deals physical damage to all enemies.
• Inflict Lower DEF and Lower ATK on each enemy for 2 turns.
• 25% Chance to inflict Perfect Stun on enemies for 1 turn.
• 100% Chance to inflict Perfect Stun for 1 turn if True Burn is present on each enemy.
• Deal Additional Physical Damage for each Burn effect on each enemy."	"• Deals physical damage to all enemies.
• Remove All Negative Effects, including Silver Effects from self.
• Inflict Exhaust for 2 turns on each enemy.
• Inflict 3 True Burns on all enemies for 2 turns.
• Deal Additional Physical Damage for each Burn effect on the target."	"Grant Perfect Immunity to all allies for 1 turn if Vanish is present on self at the start of your turn
Remove Beneficial Effects and inflict Perfect Death and Curse on all enemies for 2 turns upon death."	""
osiris-gunner	Osiris	Gunner	5	false	true	SWS	"• Deals physical damage to all enemies.
• 50% Chance to Cleanse and Heal each ally based on their MAX HP.
• Revive a random dead ally for each instance of Immunity present on the enemy.
• 50% Chance to Increase ATK of all allies for 2 turns."	"• Grants Endure and Perfect Immunity to all allies for 2 turns.
• Grants Perfect Immortality and Power Generation to self for the duration of the battle.
• Instantly gain an Extra Turn."	"Transform existing beneficial effects into their Golden version with a 2 turn duration at the start of each turn
Does not apply to effects that have no corresponding golden version."	""
owl-cultist-magus	Owl Cultist	Magus	2	false	false	MMM	"• Deals high magic damage to a target.
• 35% Chance to Silence enemies for 1 turn."	"• Deals 2 hits of magic damage.
• 25% Chance to inflict up to 3 Magic Burns.
• Magic Burn deals magic damage over time to targets.
• Damage increases the higher the enemy’s MAX HP."	"Reflects 35% of damage back to the target."	""
phantom-eddie-warrior	Phantom Eddie	Warrior	4	true	false	AAA	"• Deals 2 hits of true damage to all enemies.
• Reduce Duration of Beneficial Effects on enemies by 1 turn.
• 50% Chance to Silence and Decrease MAGIC for 1 turn.
• Deal Additional True Damage and Heal self for each enemy inflicted with Sleep.
• Deals 2 hits of true damage to all enemies.
• Remove Perfect Immunity from all enemies.
• 50% Chance to Silence and Decrease ATK for 1 turn.
• Deal Additional True Damage and Heal self for each enemy inflicted with Sleep.
• Deals 2 hits of true damage to all enemies.
• 40% Chance to inflict Perfect Sleep on enemies for 1 turn.
• 40% Chance to Vanish self and up to two allies for 2 turns.
• Deal Additional True Damage and Heal self for each enemy inflicted with Sleep."	"• Deals 2 hits of true damage to a single target.
• Inflict Permadeath and Block Beneficial Effects on the target for the duration of battle.
• Deal Additional True Damage and Heal self for each enemy inflicted with Sleep.
• Deals 2 hits of true damage to a single target.
• Remove All Offensive Effects from the target, including Golden Effects.
• Stun target for 1 turn.
• Inflict Fear for 2 turns.
• Deal Additional True Damage and Heal self for each enemy inflicted with Sleep.
• Cleanse all allies.
• Grant HP Regen to all allies for 2 turns.
• 65% Chance to inflict Perfect Sleep on all enemies for 1 turn.
• 75% Chance to inflict Furious Burns on all enemies for 2 turns.
• 50% Chance for an Extra Turn."	""	"• Deals 6 hits of true damage to all enemies.
• Remove All Immunity effects on all enemies, including Vanish.
• 75% Chance to inflict Perfect Sleep on all enemies for 2 turns.
• Revive a random ally with full HP.
• Deal Additional True Damage and Heal self for each enemy inflicted with Sleep."
pharaoh-dog-king-assassin	Pharaoh Dog King	Assassin	5	false	false	SAS	"• Deals one hit of physical and one hit of magic damage to a single target.
• Grant Perfect Health to self and a random ally for 1 turn.
• 35% Chance to Revive a dead ally with full HP.
• 35% Chance to grant an Extra Turn to a random ally."	"• Remove Negative Effects, including Silver Effects from all allies.
• Revive all dead allies with 60% HP.
• Heal allies based on their ATK and MAGIC stat.
• Instantly gain an Extra Turn."	"Grant Perfect Immortality to all allies for 2 turns at the start of battle
Grant Endure and Immunity to allies below 50% HP for 2 turns at the start of each turn."	""
